name,state,dept_type,url
abbeville county sheriff's office,south carolina,county agencies,https://abbevillecountysc.com/sheriff/
abbeville police department,south carolina,city and town agencies,https://www.abbevillecitysc.com/179/Police-Department
aiken county sheriff's office,south carolina,county agencies,https://aikencountysheriff.net/
aiken department of public safety,south carolina,city and town agencies,https://www.cityofaikensc.gov/offices/public-safety/
allendale county sheriff's office,south carolina,county agencies,https://www.sheriffsc.org/county_map/county/2319
allendale police department,south carolina,city and town agencies,https://townofallendale.sc.gov/police-department
anderson county sheriff's office,south carolina,county agencies,https://www.andersonsheriff.org/
anderson police department,south carolina,city and town agencies,https://www.andersonpd.com/
andrews police department,south carolina,city and town agencies,http://www.townofandrews.org/police/
atlantic beach police department,south carolina,city and town agencies,http://www.townofatlanticbeachsc.com/police-department.html
aynor police department,south carolina,city and town agencies,https://www.townofaynor.net/police-department
bamberg county sheriff's office,south carolina,county agencies,http://www.bambergcountysc.gov/sheriffs-office
barnwell county sheriff's office,south carolina,county agencies,http://www.barnwellcountysheriff.com/
batesburg-leesville police department,south carolina,city and town agencies,http://batesburg-leesville.org/police-department
beaufort county sheriff's office,south carolina,county agencies,https://www.bcso.net/
beaufort police department,south carolina,city and town agencies,https://www.cityofbeaufort.org/189/Police
bennettsville police department,south carolina,city and town agencies,http://bennettsvillesc.com/police/
berkeley county sheriff's office,south carolina,county agencies,https://sheriff.berkeleycountysc.gov/
bethune police department,south carolina,city and town agencies,https://www.cityofmyrtlebeach.com/government/mayor_and_city_concil/index.php
bishopville police department,south carolina,city and town agencies,http://www.bishopvillepd.org/
bluffton police department,south carolina,city and town agencies,https://www.blufftonpolice.sc.gov/police-department/home
bob jones university dept of public safety,south carolina,other agencies,https://www.bju.edu/consumer-information.php
bonneau police department,south carolina,city and town agencies,https://www.odmp.org/officer/17640-chief-of-police-john-fleetwood-dennis
bowman police department,south carolina,city and town agencies,http://townofbowman.sc.gov/bowman-police-department
briarcliffe acres police department,south carolina,city and town agencies,https://www.townofbriarcliffe.us/services
burnettown police department,south carolina,city and town agencies,https://www.burnettown.com/departments/
calhoun county sheriff's office,south carolina,county agencies,http://www.calhounscsheriff.com/Home_Page_7LSC.html
calhoun falls police department,south carolina,city and town agencies,https://www.claimspages.com/tools/police-departments/south-carolina/abbeville/calhoun-falls-police-dept/864-418-8503/
camden police department,south carolina,city and town agencies,https://www.cityofcamden.org/services/public-safety/police-department
cameron police department,south carolina,city and town agencies,https://thetandd.com/news/local/cameron-officer-another-driver-injured-in-collision/article_5d3cd92b-1bb8-5328-9b30-5477b226bbb6.html
campobello police department,south carolina,city and town agencies,http://townofcampobello.us/
cayce public safety,south carolina,city and town agencies,https://caycesc.gov/publicsafety.php
charleston county sheriff's office,south carolina,county agencies,https://www.charlestoncounty.org/departments/sheriff/index.php
charleston international airport police department,south carolina,other agencies,https://www.iflychs.com/AviationAuthority/Police
charleston police department,south carolina,city and town agencies,https://www.charleston-sc.gov/police
cherokee county sheriff's office,south carolina,county agencies,http://www.cherokeecountysheriff.net/
chesnee police department,south carolina,city and town agencies,http://www.cityofchesnee.org/site/dbpage.asp?page_id=180005784&sec_id=180007731
chester county sheriff's office,south carolina,county agencies,https://www.chesterscsheriff.com/
chesterfield county sheriff's office,south carolina,county agencies,http://www.chesterfieldsheriff.org/
chesterfield police department,south carolina,city and town agencies,http://www.chesterfieldsheriff.org/
chester police department,south carolina,city and town agencies,https://www.chestersc.org/police-department/
clarendon county sheriff's office,south carolina,county agencies,https://clarendon-sheriff.org/
clemson police department,south carolina,city and town agencies,https://clemsonpd.org/
clemson university police department,south carolina,other agencies,https://www.clemson.edu/cupd/
clinton police department,south carolina,city and town agencies,https://www.cityofclintonsc.com/police
clover police department,south carolina,city and town agencies,https://www.cloversc.org/pview.aspx?id=13113&catid=292
college of charlestons police department,south carolina,other agencies,http://publicsafety.cofc.edu/
colleton county sheriff's office,south carolina,county agencies,https://www.colletoncounty.org/sheriffs-office
columbia metro airport police,south carolina,other agencies,https://flycae.com/
columbia police department,south carolina,city and town agencies,https://columbiapd.net/
conway police department,south carolina,city and town agencies,http://www.cityofconway.com/departments/police/index.php
cottageville police department,south carolina,city and town agencies,https://www.odmp.org/agency/848-cottageville-police-department-south-carolina
coward police department,south carolina,city and town agencies,https://townofcoward.com/police-department/
cowpens police department,south carolina,city and town agencies,https://www.townofcowpens.com/public-services/
darlington county sheriff's office,south carolina,county agencies,http://www.darcosc.com/departments/sheriff/index.php
darlington police department,south carolina,city and town agencies,http://www.darcosc.com/departments/sheriff/index.php
denmark technical college department of public safety,south carolina,other agencies,https://www.denmarktech.edu/public-safety/
dillon county sheriff's office,south carolina,county agencies,http://dilloncounty.sc.gov/departments/sheriff
dillon police department,south carolina,city and town agencies,https://www.cityofdillonsc.us/police/
donalds police department,south carolina,city and town agencies,https://www.newsbreak.com/south-carolina/donalds
dorchester county sheriff's office,south carolina,county agencies,https://www.dorchestercountysc.gov/government/emergency-services/sheriff-s-office
due west police department,south carolina,city and town agencies,http://duewestsc.com/
eastover police department,south carolina,city and town agencies,https://www.odmp.org/agency/5925-eastover-police-department-south-carolina
edgefield county sheriff's office,south carolina,county agencies,https://edgefieldcounty.sc.gov/sheriff/
elloree police department,south carolina,city and town agencies,https://www.elloreesc.com/town-info/police
erskine college police department,south carolina,other agencies,https://www.erskine.edu/navigate/about-erskine/campus-police/
estill police department,south carolina,city and town agencies,http://townofestill.sc.gov/departments/police-department
eutawville police department,south carolina,city and town agencies,http://www.eutawvillesc.org/page16.html
fairfax police department,south carolina,city and town agencies,https://www.townoffairfax.org/departments/police/
fairfield county sheriff's office,south carolina,county agencies,https://www.fairfieldsc.com/residents/sheriffs-office
florence county sheriff's office,south carolina,county agencies,http://florenceco.org/offices/sheriffs-office
florence police department,south carolina,city and town agencies,http://www.cityofflorence.com/departments/police.aspx
florence regional airport police department,south carolina,other agencies,https://www.kiro7.com/news/trending/officer-involved-shooting-incident-south-carolina-regional-airport-police-say/Z2WTWRNTTFEPXBJJDRQRNU6LHY/
forest acres police department,south carolina,city and town agencies,https://www.forestacres.net/city-government/police-department
fort lawn police department,south carolina,city and town agencies,https://fortlawnpd.org/
fort mill police department,south carolina,city and town agencies,https://fortmillsc.gov/?SEC=659D87A1-4F66-4613-95E1-665F6C2A297B
fountain inn police department,south carolina,city and town agencies,https://www.fountaininn.org/police-department.html
francis marion university campus police department,south carolina,other agencies,https://www.fmarion.edu/police/
furman university police department,south carolina,other agencies,https://www.furman.edu/university-police/
